transaction_id,items
T0633,"Coffee,Sugar"
T0634,"Shampoo,Soap,Toothpaste"
T0635,"Frozen Pizza,Chips"
T0636,"Lettuce,Tomatoes,Onions,Carrots"
T0637,"Milk,Cereal,Bananas"
T0638,"Chicken,Rice,Beans"
T0639,"Apples,Bananas,Oranges"
T0640,"Pasta,Tomatoes,Cheese"
T0641,"Ground Beef,Tortillas,Salsa,Cheese"
T0642,"Coffee,Sugar"
T0643,"Shampoo,Soap,Toothpaste"
T0644,"Frozen Pizza,Chips"
T0645,"Lettuce,Tomatoes,Onions,Carrots"
T0646,"Milk,Cereal,Bananas"
T0647,"Chicken,Rice,Beans"
T0648,"Apples,Bananas,Oranges"
T0649,"Pasta,Tomatoes,Cheese"
T0650,"Ground Beef,Tortillas,Salsa,Cheese"
T0651,"Coffee,Sugar"
T0652,"Shampoo,Soap,Toothpaste"
T0653,"Frozen Pizza,Chips"
T0654,"Lettuce,Tomatoes,Onions,Carrots"
T0655,"Milk,Cereal,Bananas"
T0656,"Chicken,Rice,Beans"
T0657,"Apples,Bananas,Oranges"
T0658,"Pasta,Tomatoes,Cheese"
T0659,"Ground Beef,Tortillas,Salsa,Cheese"
T0660,"Coffee,Sugar"
T0661,"Shampoo,Soap,Toothpaste"
T0662,"Frozen Pizza,Chips"
T0663,"Lettuce,Tomatoes,Onions,Carrots"
T0664,"Milk,Cereal,Bananas"
T0665,"Chicken,Rice,Beans"
T0666,"Apples,Bananas,Oranges"
T0667,"Pasta,Tomatoes,Cheese"
T0668,"Ground Beef,Tortillas,Salsa,Cheese"
T0669,"Coffee,Sugar"
T0670,"Shampoo,Soap,Toothpaste"
T0671,"Frozen Pizza,Chips"
T0672,"Lettuce,Tomatoes,Onions,Carrots"
T0673,"Milk,Cereal,Bananas"
T0674,"Chicken,Rice,Beans"
T0675,"Apples,Bananas,Oranges"
T0676,"Pasta,Tomatoes,Cheese"
T0677,"Ground Beef,Tortillas,Salsa,Cheese"
T0678,"Coffee,Sugar"
T0679,"Shampoo,Soap,Toothpaste"
T0680,"Frozen Pizza,Chips"
T0681,"Lettuce,Tomatoes,Onions,Carrots"
T0682,"Milk,Cereal,Bananas"
T0683,"Chicken,Rice,Beans"
T0684,"Apples,Bananas,Oranges"
T0685,"Pasta,Tomatoes,Cheese"
T0686,"Ground Beef,Tortillas,Salsa,Cheese"
T0687,"Coffee,Sugar"
T0688,"Shampoo,Soap,Toothpaste"
T0689,"Frozen Pizza,Chips"
T0690,"Lettuce,Tomatoes,Onions,Carrots"
T0691,"Milk,Cereal,Bananas"
T0692,"Chicken,Rice,Beans"
T0693,"Apples,Bananas,Oranges"
T0694,"Pasta,Tomatoes,Cheese"
T0695,"Ground Beef,Tortillas,Salsa,Cheese"
T0696,"Coffee,Sugar"
T0697,"Shampoo,Soap,Toothpaste"
T0698,"Frozen Pizza,Chips"
T0699,"Lettuce,Tomatoes,Onions,Carrots"
T0700,"Milk,Cereal,Bananas"
T0701,"Chicken,Rice,Beans"
T0702,"Apples,Bananas,Oranges"
T0703,"Pasta,Tomatoes,Cheese"
T0704,"Ground Beef,Tortillas,Salsa,Cheese"
T0705,"Coffee,Sugar"
T0706,"Shampoo,Soap,Toothpaste"
T0707,"Frozen Pizza,Chips"
T0708,"Lettuce,Tomatoes,Onions,Carrots"
T0709,"Milk,Cereal,Bananas"
T0710,"Chicken,Rice,Beans"
T0711,"Apples,Bananas,Oranges"
T0712,"Pasta,Tomatoes,Cheese"
T0713,"Ground Beef,Tortillas,Salsa,Cheese"
T0714,"Coffee,Sugar"
T0715,"Shampoo,Soap,Toothpaste"
T0716,"Frozen Pizza,Chips"
T0717,"Lettuce,Tomatoes,Onions,Carrots"
T0718,"Milk,Cereal,Bananas"
T0719,"Chicken,Rice,Beans"
T0720,"Apples,Bananas,Oranges"
T0721,"Pasta,Tomatoes,Cheese"
T0722,"Ground Beef,Tortillas,Salsa,Cheese"
T0723,"Coffee,Sugar"
T0724,"Shampoo,Soap,Toothpaste"
T0725,"Frozen Pizza,Chips"
T0726,"Lettuce,Tomatoes,Onions,Carrots"
T0727,"Milk,Cereal,Bananas"
T0728,"Chicken,Rice,Beans"
T0729,"Apples,Bananas,Oranges"
T0730,"Pasta,Tomatoes,Cheese"
T0731,"Ground Beef,Tortillas,Salsa,Cheese"
T0732,"Coffee,Sugar"
T0733,"Shampoo,Soap,Toothpaste"
T0734,"Frozen Pizza,Chips"
T0735,"Lettuce,Tomatoes,Onions,Carrots"
T0736,"Milk,Cereal,Bananas"
T0737,"Chicken,Rice,Beans"
T0738,"Apples,Bananas,Oranges"
T0739,"Pasta,Tomatoes,Cheese"
T0740,"Ground Beef,Tortillas,Salsa,Cheese"
T0741,"Coffee,Sugar"
T0742,"Shampoo,Soap,Toothpaste"
T0743,"Frozen Pizza,Chips"
T0744,"Lettuce,Tomatoes,Onions,Carrots"
T0745,"Milk,Cereal,Bananas"
T0746,"Chicken,Rice,Beans"
T0747,"Apples,Bananas,Oranges"
T0748,"Pasta,Tomatoes,Cheese"
T0749,"Ground Beef,Tortillas,Salsa,Cheese"
T0750,"Coffee,Sugar"
T0751,"Shampoo,Soap,Toothpaste"
T0752,"Frozen Pizza,Chips"
T0753,"Lettuce,Tomatoes,Onions,Carrots"
T0754,"Milk,Cereal,Bananas"
T0755,"Chicken,Rice,Beans"
T0756,"Apples,Bananas,Oranges"
T0757,"Pasta,Tomatoes,Cheese"
T0758,"Ground Beef,Tortillas,Salsa,Cheese"
T0759,"Coffee,Sugar"
T0760,"Shampoo,Soap,Toothpaste"
T0761,"Frozen Pizza,Chips"
T0762,"Lettuce,Tomatoes,Onions,Carrots"
T0763,"Milk,Cereal,Bananas"
T0764,"Chicken,Rice,Beans"
T0765,"Apples,Bananas,Oranges"
T0766,"Pasta,Tomatoes,Cheese"
T0767,"Ground Beef,Tortillas,Salsa,Cheese"
T0768,"Coffee,Sugar"
T0769,"Shampoo,Soap,Toothpaste"
T0770,"Frozen Pizza,Chips"
T0771,"Lettuce,Tomatoes,Onions,Carrots"
T0772,"Milk,Cereal,Bananas"
T0773,"Chicken,Rice,Beans"
T0774,"Apples,Bananas,Oranges"
T0775,"Pasta,Tomatoes,Cheese"
T0776,"Ground Beef,Tortillas,Salsa,Cheese"
T0777,"Coffee,Sugar"
T0778,"Shampoo,Soap,Toothpaste"
T0779,"Frozen Pizza,Chips"
T0780,"Lettuce,Tomatoes,Onions,Carrots"
T0781,"Milk,Cereal,Bananas"
T0782,"Chicken,Rice,Beans"
T0783,"Apples,Bananas,Oranges"
T0784,"Pasta,Tomatoes,Cheese"
T0785,"Ground Beef,Tortillas,Salsa,Cheese"
T0786,"Coffee,Sugar"
T0787,"Shampoo,Soap,Toothpaste"
T0788,"Frozen Pizza,Chips"
T0789,"Lettuce,Tomatoes,Onions,Carrots"
T0790,"Milk,Cereal,Bananas"
T0791,"Chicken,Rice,Beans"
T0792,"Apples,Bananas,Oranges"
T0793,"Pasta,Tomatoes,Cheese"
T0794,"Ground Beef,Tortillas,Salsa,Cheese"
T0795,"Coffee,Sugar"
T0796,"Shampoo,Soap,Toothpaste"
T0797,"Frozen Pizza,Chips"
T0798,"Lettuce,Tomatoes,Onions,Carrots"
T0799,"Milk,Cereal,Bananas"
T0800,"Chicken,Rice,Beans"
T0801,"Apples,Bananas,Oranges"
T0802,"Pasta,Tomatoes,Cheese"
T0803,"Ground Beef,Tortillas,Salsa,Cheese"
T0804,"Coffee,Sugar"
T0805,"Shampoo,Soap,Toothpaste"
T0806,"Frozen Pizza,Chips"
T0807,"Lettuce,Tomatoes,Onions,Carrots"
T0808,"Milk,Cereal,Bananas"
T0809,"Chicken,Rice,Beans"
T0810,"Apples,Bananas,Oranges"
T0811,"Pasta,Tomatoes,Cheese"
T0812,"Ground Beef,Tortillas,Salsa,Cheese"
T0813,"Coffee,Sugar"
T0814,"Shampoo,Soap,Toothpaste"
T0815,"Frozen Pizza,Chips"
T0816,"Lettuce,Tomatoes,Onions,Carrots"
T0817,"Milk,Cereal,Bananas"
T0818,"Chicken,Rice,Beans"
T0819,"Apples,Bananas,Oranges"
T0820,"Pasta,Tomatoes,Cheese"
T0821,"Ground Beef,Tortillas,Salsa,Cheese"
T0822,"Coffee,Sugar"
T0823,"Shampoo,Soap,Toothpaste"
T0824,"Frozen Pizza,Chips"
T0825,"Lettuce,Tomatoes,Onions,Carrots"
T0826,"Milk,Cereal,Bananas"
T0827,"Chicken,Rice,Beans"
T0828,"Apples,Bananas,Oranges"
T0829,"Pasta,Tomatoes,Cheese"
T0830,"Ground Beef,Tortillas,Salsa,Cheese"
T0831,"Coffee,Sugar"
T0832,"Shampoo,Soap,Toothpaste"
T0833,"Frozen Pizza,Chips"
T0834,"Lettuce,Tomatoes,Onions,Carrots"
T0835,"Milk,Cereal,Bananas"
T0836,"Chicken,Rice,Beans"
T0837,"Apples,Bananas,Oranges"
T0838,"Pasta,Tomatoes,Cheese"
T0839,"Ground Beef,Tortillas,Salsa,Cheese"
T0840,"Coffee,Sugar"
T0841,"Shampoo,Soap,Toothpaste"
T0842,"Frozen Pizza,Chips"
T0843,"Lettuce,Tomatoes,Onions,Carrots"
T0844,"Milk,Cereal,Bananas"
T0845,"Chicken,Rice,Beans"
T0846,"Apples,Bananas,Oranges"
T0847,"Pasta,Tomatoes,Cheese"
T0848,"Ground Beef,Tortillas,Salsa,Cheese"
T0849,"Coffee,Sugar"
T0850,"Shampoo,Soap,Toothpaste"
T0851,"Frozen Pizza,Chips"
T0852,"Lettuce,Tomatoes,Onions,Carrots"
T0853,"Milk,Cereal,Bananas"
T0854,"Chicken,Rice,Beans"
T0855,"Apples,Bananas,Oranges"
T0856,"Pasta,Tomatoes,Cheese"
T0857,"Ground Beef,Tortillas,Salsa,Cheese"
T0858,"Coffee,Sugar"
T0859,"Shampoo,Soap,Toothpaste"
T0860,"Frozen Pizza,Chips"
T0861,"Lettuce,Tomatoes,Onions,Carrots"
T0862,"Milk,Cereal,Bananas"
T0863,"Chicken,Rice,Beans"
T0864,"Apples,Bananas,Oranges"
T0865,"Pasta,Tomatoes,Cheese"
T0866,"Ground Beef,Tortillas,Salsa,Cheese"
T0867,"Coffee,Sugar"
T0868,"Shampoo,Soap,Toothpaste"
T0869,"Frozen Pizza,Chips"
T0870,"Lettuce,Tomatoes,Onions,Carrots"
T0871,"Milk,Cereal,Bananas"
T0872,"Chicken,Rice,Beans"
T0873,"Apples,Bananas,Oranges"
T0874,"Pasta,Tomatoes,Cheese"
T0875,"Ground Beef,Tortillas,Salsa,Cheese"
T0876,"Coffee,Sugar"
T0877,"Shampoo,Soap,Toothpaste"
T0878,"Frozen Pizza,Chips"
T0879,"Lettuce,Tomatoes,Onions,Carrots"
T0880,"Milk,Cereal,Bananas"
T0881,"Chicken,Rice,Beans"
T0882,"Apples,Bananas,Oranges"
T0883,"Pasta,Tomatoes,Cheese"
T0884,"Ground Beef,Tortillas,Salsa,Cheese"
T0885,"Coffee,Sugar"
T0886,"Shampoo,Soap,Toothpaste"
T0887,"Frozen Pizza,Chips"
T0888,"Lettuce,Tomatoes,Onions,Carrots"
T0889,"Milk,Cereal,Bananas"
T0890,"Chicken,Rice,Beans"
T0891,"Apples,Bananas,Oranges"
T0892,"Pasta,Tomatoes,Cheese"
T0893,"Ground Beef,Tortillas,Salsa,Cheese"
T0894,"Coffee,Sugar"
T0895,"Shampoo,Soap,Toothpaste"
T0896,"Frozen Pizza,Chips"
T0897,"Lettuce,Tomatoes,Onions,Carrots"
T0898,"Milk,Cereal,Bananas"
T0899,"Chicken,Rice,Beans"
T0900,"Apples,Bananas,Oranges"
T0901,"Milk,Cereal,Bananas"
T0902,"Chicken,Rice,Beans"
T0903,"Apples,Bananas,Oranges"
T0904,"Pasta,Tomatoes,Cheese"
T0905,"Ground Beef,Tortillas,Salsa,Cheese"
T0906,"Coffee,Sugar"
T0907,"Shampoo,Soap,Toothpaste"
T0908,"Frozen Pizza,Chips"
T0909,"Lettuce,Tomatoes,Onions,Carrots"
T0910,"Milk,Cereal,Bananas,Yogurt"
T0911,"Chicken,Rice,Beans,Spinach"
T0912,"Apples,Bananas,Oranges,Grapes"
T0913,"Pasta,Tomatoes,Cheese,Bread"
T0914,"Ground Beef,Tortillas,Salsa,Cheese,Onions"
T0915,"Coffee,Sugar,Milk"
T0916,"Shampoo,Soap,Toothpaste"
T0917,"Frozen Pizza,Chips,Ice Cream"
T0918,"Lettuce,Tomatoes,Onions,Carrots,Potatoes"
T0919,"Milk,Cereal,Bananas"
T0920,"Chicken,Rice,Beans"
T0921,"Apples,Bananas,Oranges"
T0922,"Pasta,Tomatoes,Cheese"
T0923,"Ground Beef,Tortillas,Salsa,Cheese"
T0924,"Coffee,Sugar"
T0925,"Shampoo,Soap,Toothpaste"
T0926,"Frozen Pizza,Chips"
T0927,"Lettuce,Tomatoes,Onions,Carrots"
T0928,"Milk,Cereal,Bananas"
T0929,"Chicken,Rice,Beans"
T0930,"Apples,Bananas,Oranges"
T0931,"Pasta,Tomatoes,Cheese"
T0932,"Ground Beef,Tortillas,Salsa,Cheese"
T0933,"Coffee,Sugar"
T0934,"Shampoo,Soap,Toothpaste"
T0935,"Frozen Pizza,Chips"
T0936,"Lettuce,Tomatoes,Onions,Carrots"
T0937,"Milk,Cereal,Bananas"
T0938,"Chicken,Rice,Beans"
T0939,"Apples,Bananas,Oranges"
T0940,"Pasta,Tomatoes,Cheese"
T0941,"Ground Beef,Tortillas,Salsa,Cheese"
T0942,"Coffee,Sugar"
T0943,"Shampoo,Soap,Toothpaste"
T0944,"Frozen Pizza,Chips"
T0945,"Lettuce,Tomatoes,Onions,Carrots"
T0946,"Milk,Cereal,Bananas"
T0947,"Chicken,Rice,Beans"
T0948,"Apples,Bananas,Oranges"
T0949,"Pasta,Tomatoes,Cheese"
T0950,"Ground Beef,Tortillas,Salsa,Cheese"
T0951,"Coffee,Sugar"
T0952,"Shampoo,Soap,Toothpaste"
T0953,"Frozen Pizza,Chips"
T0954,"Lettuce,Tomatoes,Onions,Carrots"
T0955,"Milk,Cereal,Bananas"
T0956,"Chicken,Rice,Beans"
T0957,"Apples,Bananas,Oranges"
T0958,"Pasta,Tomatoes,Cheese"
T0959,"Ground Beef,Tortillas,Salsa,Cheese"
T0960,"Coffee,Sugar"
T0961,"Shampoo,Soap,Toothpaste"
T0962,"Frozen Pizza,Chips"
T0963,"Lettuce,Tomatoes,Onions,Carrots"
T0964,"Milk,Cereal,Bananas"
T0965,"Chicken,Rice,Beans"
T0966,"Apples,Bananas,Oranges"
T0967,"Pasta,Tomatoes,Cheese"
T0968,"Ground Beef,Tortillas,Salsa,Cheese"
T0969,"Coffee,Sugar"
T0970,"Shampoo,Soap,Toothpaste"
T0971,"Frozen Pizza,Chips"
T0972,"Lettuce,Tomatoes,Onions,Carrots"
T0973,"Milk,Cereal,Bananas"
T0974,"Chicken,Rice,Beans"
T0975,"Apples,Bananas,Oranges"
T0976,"Pasta,Tomatoes,Cheese"
T0977,"Ground Beef,Tortillas,Salsa,Cheese"
T0978,"Coffee,Sugar"
T0979,"Shampoo,Soap,Toothpaste"
T0980,"Frozen Pizza,Chips"
T0981,"Lettuce,Tomatoes,Onions,Carrots"
T0982,"Milk,Cereal,Bananas"
T0983,"Chicken,Rice,Beans"
T0984,"Apples,Bananas,Oranges"
T0985,"Pasta,Tomatoes,Cheese"
T0986,"Ground Beef,Tortillas,Salsa,Cheese"
T0987,"Coffee,Sugar"
T0988,"Shampoo,Soap,Toothpaste"
T0989,"Frozen Pizza,Chips"
T0990,"Lettuce,Tomatoes,Onions,Carrots"
T0991,"Milk,Cereal,Bananas"
T0992,"Chicken,Rice,Beans"
T0993,"Apples,Bananas,Oranges"
T0994,"Pasta,Tomatoes,Cheese"
T0995,"Ground Beef,Tortillas,Salsa,Cheese"
T0996,"Coffee,Sugar"
T0997,"Shampoo,Soap,Toothpaste"
T0998,"Frozen Pizza,Chips"
T0999,"Lettuce,Tomatoes,Onions,Carrots"
T1000,"Milk,Cereal,Bananas"
T1001,"Chicken,Rice,Beans"
T1002,"Apples,Bananas,Oranges"
T1003,"Pasta,Tomatoes,Cheese"
T1004,"Ground Beef,Tortillas,Salsa,Cheese"
T1005,"Coffee,Sugar"
T1006,"Shampoo,Soap,Toothpaste"
T1007,"Frozen Pizza,Chips"
T1008,"Lettuce,Tomatoes,Onions,Carrots"
T1009,"Milk,Cereal,Bananas"
T1010,"Chicken,Rice,Beans"
T1011,"Apples,Bananas,Oranges"
T1012,"Pasta,Tomatoes,Cheese"
T1013,"Ground Beef,Tortillas,Salsa,Cheese"
T1014,"Coffee,Sugar"
T1015,"Shampoo,Soap,Toothpaste"
T1016,"Frozen Pizza,Chips"
T1017,"Lettuce,Tomatoes,Onions,Carrots"
T1018,"Milk,Cereal,Bananas"
T1019,"Chicken,Rice,Beans"
T1020,"Apples,Bananas,Oranges"
T1021,"Pasta,Tomatoes,Cheese"
T1022,"Ground Beef,Tortillas,Salsa,Cheese"
T1023,"Coffee,Sugar"
T1024,"Shampoo,Soap,Toothpaste"
T1025,"Frozen Pizza,Chips"
T1026,"Lettuce,Tomatoes,Onions,Carrots"
T1027,"Milk,Cereal,Bananas"
T1028,"Chicken,Rice,Beans"
T1029,"Apples,Bananas,Oranges"
T1030,"Pasta,Tomatoes,Cheese"
T1031,"Ground Beef,Tortillas,Salsa,Cheese"
T1032,"Coffee,Sugar"
T1033,"Shampoo,Soap,Toothpaste"
T1034,"Frozen Pizza,Chips"
T1035,"Lettuce,Tomatoes,Onions,Carrots"
T1036,"Milk,Cereal,Bananas"
T1037,"Chicken,Rice,Beans"
T1038,"Apples,Bananas,Oranges"
T1039,"Pasta,Tomatoes,Cheese"
T1040,"Ground Beef,Tortillas,Salsa,Cheese"
T1041,"Coffee,Sugar"
T1042,"Shampoo,Soap,Toothpaste"
T1043,"Frozen Pizza,Chips"
T1044,"Lettuce,Tomatoes,Onions,Carrots"
T1045,"Milk,Cereal,Bananas"
T1046,"Chicken,Rice,Beans"
T1047,"Apples,Bananas,Oranges"
T1048,"Pasta,Tomatoes,Cheese"
T1049,"Ground Beef,Tortillas,Salsa,Cheese"
T1050,"Coffee,Sugar"
T1051,"Shampoo,Soap,Toothpaste"
T1052,"Frozen Pizza,Chips"
T1053,"Lettuce,Tomatoes,Onions,Carrots"
T1054,"Milk,Cereal,Bananas"
T1055,"Chicken,Rice,Beans"
T1056,"Apples,Bananas,Oranges"
T1057,"Pasta,Tomatoes,Cheese"
T1058,"Ground Beef,Tortillas,Salsa,Cheese"
T1059,"Coffee,Sugar"
T1060,"Shampoo,Soap,Toothpaste"
T1061,"Frozen Pizza,Chips"
T1062,"Lettuce,Tomatoes,Onions,Carrots"
T1063,"Milk,Cereal,Bananas"
T1064,"Chicken,Rice,Beans"
T1065,"Apples,Bananas,Oranges"
T1066,"Pasta,Tomatoes,Cheese"
T1067,"Ground Beef,Tortillas,Salsa,Cheese"
T1068,"Coffee,Sugar"
T1069,"Shampoo,Soap,Toothpaste"
T1070,"Frozen Pizza,Chips"
T1071,"Lettuce,Tomatoes,Onions,Carrots"
T1072,"Milk,Cereal,Bananas"
T1073,"Chicken,Rice,Beans"
T1074,"Apples,Bananas,Oranges"
T1075,"Pasta,Tomatoes,Cheese"
T1076,"Ground Beef,Tortillas,Salsa,Cheese"
T1077,"Coffee,Sugar"
T1078,"Shampoo,Soap,Toothpaste"
T1079,"Frozen Pizza,Chips"
T1080,"Lettuce,Tomatoes,Onions,Carrots"
T1081,"Milk,Cereal,Bananas"
T1082,"Chicken,Rice,Beans"
T1083,"Apples,Bananas,Oranges"
T1084,"Pasta,Tomatoes,Cheese"
T1085,"Ground Beef,Tortillas,Salsa,Cheese"
T1086,"Coffee,Sugar"
T1087,"Shampoo,Soap,Toothpaste"
T1088,"Frozen Pizza,Chips"
T1089,"Lettuce,Tomatoes,Onions,Carrots"
T1090,"Milk,Cereal,Bananas"
T1091,"Chicken,Rice,Beans"
T1092,"Apples,Bananas,Oranges"
T1093,"Pasta,Tomatoes,Cheese"
T1094,"Ground Beef,Tortillas,Salsa,Cheese"
T1095,"Coffee,Sugar"
T1096,"Shampoo,Soap,Toothpaste"
T1097,"Frozen Pizza,Chips"
T1098,"Lettuce,Tomatoes,Onions,Carrots"
T1099,"Milk,Cereal,Bananas"
T1100,"Chicken,Rice,Beans"
T1101,"Apples,Bananas,Oranges"
T1102,"Pasta,Tomatoes,Cheese"
T1103,"Ground Beef,Tortillas,Salsa,Cheese"
T1104,"Coffee,Sugar"
T1105,"Shampoo,Soap,Toothpaste"
T1106,"Frozen Pizza,Chips"
T1107,"Lettuce,Tomatoes,Onions,Carrots"
T1108,"Milk,Cereal,Bananas"
T1109,"Chicken,Rice,Beans"
T1110,"Apples,Bananas,Oranges"
T1111,"Pasta,Tomatoes,Cheese"
T1112,"Ground Beef,Tortillas,Salsa,Cheese"
T1113,"Coffee,Sugar"
T1114,"Shampoo,Soap,Toothpaste"
T1115,"Frozen Pizza,Chips"
T1116,"Lettuce,Tomatoes,Onions,Carrots"
T1117,"Milk,Cereal,Bananas"
T1118,"Chicken,Rice,Beans"
T1119,"Apples,Bananas,Oranges"
T1120,"Pasta,Tomatoes,Cheese"
T1121,"Ground Beef,Tortillas,Salsa,Cheese"
T1122,"Coffee,Sugar"
T1123,"Shampoo,Soap,Toothpaste"
T1124,"Frozen Pizza,Chips"
T1125,"Lettuce,Tomatoes,Onions,Carrots"
T1126,"Milk,Cereal,Bananas"
T1127,"Chicken,Rice,Beans"
T1128,"Apples,Bananas,Oranges"
T1129,"Pasta,Tomatoes,Cheese"
T1130,"Ground Beef,Tortillas,Salsa,Cheese"
T1131,"Coffee,Sugar"
T1132,"Shampoo,Soap,Toothpaste"
T1133,"Frozen Pizza,Chips"
T1134,"Lettuce,Tomatoes,Onions,Carrots"
T1135,"Milk,Cereal,Bananas"
T1136,"Chicken,Rice,Beans"
T1137,"Apples,Bananas,Oranges"
T1138,"Pasta,Tomatoes,Cheese"
T1139,"Ground Beef,Tortillas,Salsa,Cheese"
T1140,"Coffee,Sugar"
T1141,"Shampoo,Soap,Toothpaste"
T1142,"Frozen Pizza,Chips"
T1143,"Lettuce,Tomatoes,Onions,Carrots"
T1144,"Milk,Cereal,Bananas"
T1145,"Chicken,Rice,Beans"
T1146,"Apples,Bananas,Oranges"
T1147,"Pasta,Tomatoes,Cheese"
T1148,"Ground Beef,Tortillas,Salsa,Cheese"
T1149,"Coffee,Sugar"
T1150,"Shampoo,Soap,Toothpaste"
T1151,"Frozen Pizza,Chips"
T1152,"Lettuce,Tomatoes,Onions,Carrots"
T1153,"Milk,Cereal,Bananas"
T1154,"Chicken,Rice,Beans"
T1155,"Apples,Bananas,Oranges"
T1156,"Pasta,Tomatoes,Cheese"
T1157,"Ground Beef,Tortillas,Salsa,Cheese"
T1158,"Coffee,Sugar"
T1159,"Shampoo,Soap,Toothpaste"
T1160,"Frozen Pizza,Chips"
T1161,"Lettuce,Tomatoes,Onions,Carrots"
T1162,"Milk,Cereal,Bananas"
T1163,"Chicken,Rice,Beans"
T1164,"Apples,Bananas,Oranges"
T1165,"Pasta,Tomatoes,Cheese"
T1166,"Ground Beef,Tortillas,Salsa,Cheese"
T1167,"Coffee,Sugar"
T1168,"Shampoo,Soap,Toothpaste"
T1169,"Frozen Pizza,Chips"
T1170,"Lettuce,Tomatoes,Onions,Carrots"
T1171,"Milk,Cereal,Bananas"
T1172,"Chicken,Rice,Beans"
T1173,"Apples,Bananas,Oranges"
T1174,"Pasta,Tomatoes,Cheese"
T1175,"Ground Beef,Tortillas,Salsa,Cheese"
T1176,"Coffee,Sugar"
T1177,"Shampoo,Soap,Toothpaste"
T1178,"Frozen Pizza,Chips"
T1179,"Lettuce,Tomatoes,Onions,Carrots"
T1180,"Milk,Cereal,Bananas"
T1181,"Chicken,Rice,Beans"
T1182,"Apples,Bananas,Oranges"
T1183,"Pasta,Tomatoes,Cheese"
T1184,"Ground Beef,Tortillas,Salsa,Cheese"
T1185,"Coffee,Sugar"
T1186,"Shampoo,Soap,Toothpaste"
T1187,"Frozen Pizza,Chips"
T1188,"Lettuce,Tomatoes,Onions,Carrots"
T1189,"Milk,Cereal,Bananas"
T1190,"Chicken,Rice,Beans"
T1191,"Apples,Bananas,Oranges"
T1192,"Pasta,Tomatoes,Cheese"
T1193,"Ground Beef,Tortillas,Salsa,Cheese"
T1194,"Coffee,Sugar"
T1195,"Shampoo,Soap,Toothpaste"
T1196,"Frozen Pizza,Chips"
T1197,"Lettuce,Tomatoes,Onions,Carrots"
T1198,"Milk,Cereal,Bananas"
T1199,"Chicken,Rice,Beans"
T1200,"Apples,Bananas,Oranges"
T1201,"Milk,Cereal,Bananas"
T1202,"Chicken,Rice,Beans"
T1203,"Apples,Bananas,Oranges"
T1204,"Pasta,Tomatoes,Cheese"
T1205,"Ground Beef,Tortillas,Salsa,Cheese"
T1206,"Coffee,Sugar"
T1207,"Shampoo,Soap,Toothpaste"
T1208,"Frozen Pizza,Chips"
T1209,"Lettuce,Tomatoes,Onions,Carrots"
T1210,"Milk,Cereal,Bananas,Yogurt"
T1211,"Chicken,Rice,Beans,Spinach"
T1212,"Apples,Bananas,Oranges,Grapes"
T1213,"Pasta,Tomatoes,Cheese,Bread"
T1214,"Ground Beef,Tortillas,Salsa,Cheese,Onions"
T1215,"Coffee,Sugar,Milk"
T1216,"Shampoo,Soap,Toothpaste"
T1217,"Frozen Pizza,Chips,Ice Cream"
T1218,"Lettuce,Tomatoes,Onions,Carrots,Potatoes"
T1219,"Milk,Cereal,Bananas"
T1220,"Chicken,Rice,Beans"
T1221,"Apples,Bananas,Oranges"
T1222,"Pasta,Tomatoes,Cheese"
T1223,"Ground Beef,Tortillas,Salsa,Cheese"
T1224,"Coffee,Sugar"
T1225,"Shampoo,Soap,Toothpaste"
T1226,"Frozen Pizza,Chips"
T1227,"Lettuce,Tomatoes,Onions,Carrots"
T1228,"Milk,Cereal,Bananas"
T1229,"Chicken,Rice,Beans"
T1230,"Apples,Bananas,Oranges"
T1231,"Pasta,Tomatoes,Cheese"
T1232,"Ground Beef,Tortillas,Salsa,Cheese"
T1233,"Coffee,Sugar"
T1234,"Shampoo,Soap,Toothpaste"
T1235,"Frozen Pizza,Chips"
T1236,"Lettuce,Tomatoes,Onions,Carrots"
T1237,"Milk,Cereal,Bananas"
T1238,"Chicken,Rice,Beans"
T1239,"Apples,Bananas,Oranges"
T1240,"Pasta,Tomatoes,Cheese"
T1241,"Ground Beef,Tortillas,Salsa,Cheese"
T1242,"Coffee,Sugar"
T1243,"Shampoo,Soap,Toothpaste"
T1244,"Frozen Pizza,Chips"
T1245,"Lettuce,Tomatoes,Onions,Carrots"
T1246,"Milk,Cereal,Bananas"
T1247,"Chicken,Rice,Beans"
T1248,"Apples,Bananas,Oranges"
T1249,"Pasta,Tomatoes,Cheese"
T1250,"Ground Beef,Tortillas,Salsa,Cheese"
T1251,"Coffee,Sugar"
T1252,"Shampoo,Soap,Toothpaste"
T1253,"Frozen Pizza,Chips"
T1254,"Lettuce,Tomatoes,Onions,Carrots"
T1255,"Milk,Cereal,Bananas"
T1256,"Chicken,Rice,Beans"
T1257,"Apples,Bananas,Oranges"
T1258,"Pasta,Tomatoes,Cheese"
T1259,"Ground Beef,Tortillas,Salsa,Cheese"
T1260,"Coffee,Sugar"
T1261,"Shampoo,Soap,Toothpaste"
T1262,"Frozen Pizza,Chips"
T1263,"Lettuce,Tomatoes,Onions,Carrots"
T1264,"Milk,Cereal,Bananas"
T1265,"Chicken,Rice,Beans"
T1266,"Apples,Bananas,Oranges"
T1267,"Pasta,Tomatoes,Cheese"
T1268,"Ground Beef,Tortillas,Salsa,Cheese"
